Ward_ID,Ward_Name,Zone,Administrative_Body,Latitude,Longitude,Elevation_m,Landscape_Type,Drainage_Index_1to10,Road_Density_Index_1to10,Near_Hooghly_River,Month,Season,Historical_Rainfall_mm_Reference,Flood_Waterlogging_Events,Flood_Severity_Level,Estimated_Avg_Waterlogging_Duration_Hours,Primary_Cause
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2025-09,Monsoon (retreating),285.3,2,Moderate,7.5,Heavy rainfall + tidal backflow (Hooghly)
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2025-10,Post-Monsoon,123.9,0,None,0,None
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2025-11,Post-Monsoon,24,0,None,0,None
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2025-12,Winter,5,0,None,0,None
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2026-01,Winter,14.6,0,None,0,None
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2026-02,Winter,24.9,0,None,0,None
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2026-03,Pre-Monsoon,33.8,0,None,0,None
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2026-04,Pre-Monsoon,43.9,0,None,0,None
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2026-05,Pre-Monsoon,130.2,0,None,0,None
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2026-06,Monsoon,292.7,2,Moderate,7.5,Heavy rainfall + tidal backflow (Hooghly)
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2026-07,Monsoon,353.9,3,Major,7.5,Heavy rainfall + tidal backflow (Hooghly)
1,Behala,South West,KMC,22.4989,88.3145,3,Low-lying residential,4,6,Yes,2026-08,Monsoon,355.6,3,Major,7.5,Heavy rainfall + tidal backflow (Hooghly)
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2025-09,Monsoon (retreating),261.3,1,Minor,5.5,Heavy rainfall (localized ponding)
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2025-10,Post-Monsoon,131.9,0,None,0,None
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2025-11,Post-Monsoon,24.5,0,None,0,None
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2025-12,Winter,5.2,0,None,0,None
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2026-01,Winter,12.8,0,None,0,None
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2026-02,Winter,23.3,0,None,0,None
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2026-03,Pre-Monsoon,34.2,0,None,0,None
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2026-04,Pre-Monsoon,42,0,None,0,None
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2026-05,Pre-Monsoon,110.7,0,None,0,None
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2026-06,Monsoon,304.2,1,Minor,5.5,Heavy rainfall (localized ponding)
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2026-07,Monsoon,298.2,1,Minor,5.5,Heavy rainfall (localized ponding)
2,Tollygunge,South,KMC,22.5039,88.3423,5,Urban residential,6,7,No,2026-08,Monsoon,332.9,2,Moderate,5.5,Heavy rainfall (localized ponding)
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2025-09,Monsoon (retreating),277.5,1,Minor,5.5,Heavy rainfall (localized ponding)
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2025-10,Post-Monsoon,136,0,None,0,None
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2025-11,Post-Monsoon,21.4,0,None,0,None
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2025-12,Winter,5.4,0,None,0,None
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2026-01,Winter,13,0,None,0,None
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2026-02,Winter,24.7,0,None,0,None
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2026-03,Pre-Monsoon,34,0,None,0,None
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2026-04,Pre-Monsoon,43.4,0,None,0,None
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2026-05,Pre-Monsoon,112.2,0,None,0,None
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2026-06,Monsoon,299.8,1,Minor,5.5,Heavy rainfall (localized ponding)
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2026-07,Monsoon,314.2,1,Minor,5.5,Heavy rainfall (localized ponding)
3,Jadavpur,South,KMC,22.4994,88.3714,6,Urban/institutional,6,7,No,2026-08,Monsoon,338.1,2,Moderate,5.5,Heavy rainfall (localized ponding)
4,Kasba,South East,KMC,22.517,88.3833,3,"Low-lying, wetland-adjacent",3,5,No,2025-09,Monsoon (retreating),287.5,2,Moderate,8.1,Heavy rainfall + drainage overflow
4,Kasba,South East,KMC,22.517,88.3833,3,"Low-lying, wetland-adjacent",3,5,No,2025-10,Post-Monsoon,131,0,None,0,None
4,Kasba,South East,KMC,22.517,88.3833,3,"Low-lying, wetland-adjacent",3,5,No,2025-11,Post-Monsoon,24.1,0,None,0,None
4,Kasba,South East,KMC,22.517,88.3833,3,"Low-lying, wetland-adjacent",3,5,No,2025-12,Winter,5.3,0,None,0,None
4,Kasba,South East,KMC,22.517,88.3833,3,"Low-lying, wetland-adjacent",3,5,No,2026-01,Winter,13.7,0,None,0,None
4,Kasba,South East,KMC,22.517,88.3833,3,"Low-lying, wetland-adjacent",3,5,No,2026-02,Winter,23.3,2,Moderate,8.1,Heavy rainfall + drainage overflow
4,Kasba,South East,KMC,22.517,88.3833,3,"Low-lying, wetland-adjacent",3,5,No,2026-03,Pre-Monsoon,36.2,0,None,0,None
